"","Curso","Q50","Q51","Q52","Q75","Q76","Q77"
"195",2020,"We have developed a protocol with the objective of demonstrating hypotheses, integrating information and resolving the problems that have arisen.","Inequalities between the groups, since certain groups have been able to attend the university every day, where communication is much more fluid than other groups, which have only been able to attend one day out of three. the time invested in understanding each other and not being able to see two thirds of the experimental process is not productive.","","Not being able to write at the same time is a disadvantage. On the other hand there are changes that are not saved, but it is interesting that most of what we write is saved and in this course within the pandemic it is important to have access to the information of the colleagues to maintain communication and to be able to distribute work.",NA,NA
"196",2020,"I have really enjoyed thinking through the experimental procedures needed to confirm or disprove a hypothesis, and I have gotten better at working in a team.","Finding the reagents in the lab was tricky at times, I think it was pretty messy from the beginning.","","Synchronization is a bit slow.",NA,NA
"197",2020,"The most positive aspects of the course are that we have gained independence in the laboratory and trust in our parterns. I also want to point out that we have learned to be critical and question our believed ""truths"" and the use of every component in the protocol (ex. detergents compositions).","The high demand in our answers. I really think our inexperience due to the COVID situation and lack of experiencie haven´t been considered.","I have learned a lot and I'm very proud of my work.","",NA,NA
"198",2020,"Acquire autonomy in the laboratory and have more freedom.2. Learn to properly execute different protocols (thanks to the assistants)3. We have a lot of materials and options to perform the experiments.","1. The professors did not provide much help, sometimes they did not even solve the doubts. 2. We could not all come to the university, unlike other groups, so there was a lack of coordination3 . In yeast, for example, the final presentation was made by all of us, while in our BQ-M group it was a last minute mix that the volunteers were asked to present.  4. Some reagents do not seem to work well, some processes had to be repeated several times to achieve the result (the gels did not polymerize).","","",NA,NA
"199",2020,"The fact of having to design our own experiments makes the experience much more enriching, interesting and appetizing.","Lack of time, especially for the theoretical design of the experiment that we could have started to design in September to be more familiar with the protocol to follow once we entered the laboratory. The fact that there are so many groups designing so many different experiments at the same time makes it difficult for the teachers to supervise if the experimental design is correct and leads to changes in the protocol on the fly which is stressful, being only 1 in the lab makes it much more difficult to develop the experiments, to check where they have failed and to move around the lab with ease.","It would be nice if they would design the groups in September and let us familiarize ourselves with the route and the experiments to be developed since then, I think we would be more efficient in the lab and design better experimental approaches to the problems.","",NA,NA
"200",2020,"Freedom to choose what we want to study.Very positive work environment that facilitates participation and commitment-The student is the one who makes the decisions and the teacher provides suggestions and advice without imposing what or how to work.Collaborative approach to the objective of the internship: several groups within each group studying different aspects that end up integrating.","The laboratory lacks certain basic elements and in many occasions a lot of time is spent in finding them: racks, etc. A brief introduction should be made of what it consists of or how it is going to work in each of the 5 groups of practices to facilitate the choice by the student.","","There are many text options that are not available (regarding formatting, layout, etc.).Facilitates intercommunication between different groups (use the information that other groups have written in their notebook...).",NA,NA
"201",2020,"Working with new people, being able to design our own experiment and learn how to do it.","the organization has not been very good, the fact of having to go one person every day made the lab work more difficult. In addition, the distribution of the things to do in the laboratory was more difficult. I think it is necessary to know from the beginning what we can do and what we can't do, to plan some experiments and others and then not to have surprises thinking that we can do something and then we can't do it.","","Above all, the fact of not being able to write at the same time for fear that something would not be saved correctly is the biggest disadvantage because it wastes more time.  As a pro, it is true that you can see the notebooks of other groups and you can get an idea of what they are doing in the lab and that is very good.  ",NA,NA
"202",2020,"You gain a lot of autonomy, confidence and responsibility in the lab, you learn a lot by having to work harder without any specific script to support you (besides the General Protocols).  ","Lack of general organization during the internship and lack of feedback from teachers.chaos in the brainstorming session and first meetings.  No organization by the teachers in the last presentation sessions, Friday's presentation was not prepared in time and was not organized (compared to other groups).","","",NA,NA
"203",2020,"To be able to have the opportunity to design complete experiments, thus being able to observe the mishaps that may occur, as well as the organization in time of all the protocols.","Sometimes there are not enough teachers present in the lab, the duration is short and some reagents did not work too well. Not being able to have more than one member of the group in the lab makes the lack of time to perform the various techniques an even bigger problem.","","It is not as complete as Microsoft Word in terms of design issues, there are not as many functions, and the fact that it is not divided into pages can make it difficult to find what we are looking for quickly.",NA,NA
"204",2020,"-Favors teamwork.  -It allows the student to acquire greater independence when working in the laboratory.  ","-There was a lack of support from the teachers for the students who worked from home.  -There was little organization of the practices by the teaching staff, students did not know what exactly would be done the last two days -The acquisition of knowledge and the possibility of doing experiments different from those done in previous years is very different between groups.  -We were given a choice between the different work groups without knowing which experiments we could perform.","","",NA,NA
"205",2020,"We have learned to start a research from scratch and to value all the aspects that must be taken into account when planning a study and its protocol.  To value teamwork.  To carry out the protocols with knowledge of the purpose of each step.  ","","I think that these have been the practices in which we have learned the most, not only about techniques, but also about how laboratory work is developed in terms of how to plan an investigation or the importance of working as a team. Therefore, I think it would be a good option to consider the laboratory sessions of previous courses (at least 2nd) as these.","There was no proper synchronization and in our case, we had to resort to other tools to make a notebook, so this format did not seem very practical to me.",NA,NA
"206",2020,"Thanks to this course I have learned to think, to reason and to ask myself questions about what I learn, among many other things.","We have had to work long hours outside the laboratory.  ","","We have had to work with Google Drive because it can only work 1 by 1 in OneNote without creating multiple versions.The work of moving it from Google Drive to OneNote is tedious: images are not pasted cropped sometimes, table/figure captions are moved around, numberings or lists can be altered.",NA,NA
"207",2020,"Researching what we are going to do in more depth, working as a team (helping each other and knowing how to delegate and entrust parts of experiments to other colleagues) and knowing how to set up an experiment from the beginning.  ","Sometimes the time was very long.","","Sometimes the changes made by a colleague did not appear until days later and many times the changes were not saved, so at the same time we had to work with google drive to share documents among us. And besides, we couldn't edit all 3 at the same time in the Note.",NA,NA
"208",2020,"It is useful to be able to work with predesigned teams to learn to work in a team.  To be able to create your own experiment with new protocols that we have not done before to actually solve a hypothesis and not just do experiments for the sake of it.","In some cases we could not do the experiment we wanted to do because there was no stock of what we wanted to use. Some reagents were defective and some machines could not be used when we had planned to use them. Sometimes there was not much help from the teachers.","I think it would take a little more time to prepare and to be able to do the internship.","Some actions were missing that can be used in other applications such as justifying the text or putting symbols (micro, subscripts, superscripts, etc.). It would also be nice to be able to group elements or edit images a bit.",NA,NA
"209",2020,"- It allows us to develop a project from 0 by ourselves, with the help of the teachers- It helps us to become familiar with the experimental development, the realization of the protocolo, the laboratory techniques- We have a lot of independence to think by ourselves what we want to do and how we are going to achieve it.","- Only one participant per group could go to the lab, so not all participants do the same procedures, even if they are then put in common- The time spent in the lab during the days is not proportional, some days 4 hours and others 8. It might be easier if participants could rotate throughout the day so that there is less workload","","It is very useful for teamwork, but the complications are that you can not write several people at the same time on the same page and the difficulty to include graphs and figures because it does not allow a good adjustment of the text, the organization of the subsections in some cases is repetitive, perhaps it would be easier to join the results with the conclusion and data processing.",NA,NA
"210",2020,"Group work and the acquisition of new skills in the approach to experiments.  ","Too little time and material to perform the experiments.too much time wasted in discussions compared to the actual time in the lab, which was also much less this year because only one person could be there for security reasons.  ","","",NA,NA
"211",2020,"The group work, trying to adapt everyone's ideas to the experimental design and the contribution of new points of view. Another very positive aspect is the freedom of choice of experiment, so you can choose something that really interests you or provokes curiosity. The fact that the teachers were open to listen to us and to take our ideas into account greatly increases the motivation for this subject.","Being so free, it has lacked a bit of organization (and in my opinion freedom and organization are not opposites but can occur together). Many times in the lab not even the fellows themselves knew what to do because it had not been explained to them, and our teachers were not in the lab with us for the vast majority of the time, so sometimes we felt a bit lost as to what to do in the lab.","","We have not used OneNote when working in groups, but Google Drive which, unlike OneNote, allows several people to work at the same time. OneNote is also very slow to load and a bit cumbersome to use in my opinion. Google Drive is faster, more convenient and intuitive, and I think for group work it works much better. It is true that OneNote allows you to divide the information into different sections and subsections, and Google Drive does not have so much visual organization but are mainly folders with files. But in our case, we have done all the work in Google Drive, and then copied and pasted it into OneNote for our teachers to see. We only used OneNote for communication with teachers and to see what they posted there, but not for the work we did for this course.  ",NA,NA
"212",2020,"- Thanks to the new model we have been able to carry out experiments proposed and designed by ourselves, which I think is much more useful and enriching than the traditional model.","Short time for the realization of all the proposed experiments.  ","","When we tried to work with all 3 team members simultaneously, there were continually conflicting changes to the page, which impeded the work.  ",NA,NA
"213",2020,"We have learned to ask ourselves questions, to analyze whether it is feasible to study them. We have also learned to go from the general to the specific, to think about our mistakes and to redesign the necessary experiments.  ","Excessive time was spent on certain things that did not require it. There was a lot of Brainstorming time, which is obviously necessary, but that led to a design of the protocols in less than a weekend.  On the other hand, the Teams sharing sessions are beneficial but took a lot of time away from the experimental part. In addition, even if you get the notes of these theoretical sessions from your colleagues, it was difficult to coordinate to learn everything that was explained, if you had to be in the lab.  ","","One Note has presented major synchronization problems, in the end each member of the team was viewing a different version, to the point that one of the members could not even edit the document in One Note.  We had to use parallel platforms, such as Drive, to try to better coordinate with each other, and in the end this resulted in us having edits in different places and spending more time copying, pasting and clarifying where the clean versions were located.",NA,NA
"214",2020,"-We have acquired greater independence; we have learned to use certain apparatus following the manuals and specific protocols; we have gained greater agility in the laboratory, including the search for reagents and materials; we have learned to use certain equipment following the manuals and specific protocols; we have gained greater agility in the laboratory, including the search for reagents and materials.","-We have had little time to conduct the experiments due in large part to the pandemic situation - some technical aspects were communicated to us after the experiments were conducted.","","",NA,NA
"215",2020,"Working in groupsDesigning experiments on our own and learning to value what is involved in each one of them in terms of money, time,...","Lack of yeast techniques such as RT-qPCR when other groups had the necessary material.","I think that the conditions of experimentation have not been the same in all groups and that this has led to inequalities. I am well aware that this is partly due to the current situation, but I still think that it is not entirely fair that the groups differ in terms of opportunities for experimentation in the laboratory.","OneNote in Teams would sometimes stop working and change the formatting messing up the whole document.",NA,NA
"216",2020,"Having to design our own experiments to answer a question that we ask ourselves makes the student have a great involvement that is difficult to achieve in other subjects. In addition, you learn in a more realistic context of what our work can be in the future and that is very enriching and you leave with the feeling of having learned more in this month than in the rest of the term.","Limited resources do not allow us to perform as many experiments as we would like. In addition, this year with the virus and the fact that only 1 person could access the laboratory, there was not enough time to complete the experiments.","","Sometimes it fails and things do not load, and when it comes to preparing the final document for delivery it is difficult to edit and put everything on the same page and it is easier to use word, which has more editing options and being all in the same place there are no problems in converting to PDF.  On the other hand it is very good for everyone in the group to modify it and have the document shared without the need to be sending things to each other.",NA,NA
"217",2020,"We have learned to work independently and to develop our own knowledge, which is ultimately what we will do in the future. Also, we have done some very satisfying work within our group of 3.  ","From the beginning, none of the students knew what we were supposed to do, and in my opinion, they left us at the beginning a lot of time to ""our own devices"", so the first week of practice was chaotic and in my opinion, a bit demotivating. Then the organization improved, however, many days we arrived to class and there was no reagent prepared in the laboratory, which meant the loss of 1 hour every morning.  ","At the end of the presentations, I had the feeling that the yeast group did not work as hard as other groups, nor did we do as much variety of experiments.","I didn't like this tool very much. Some of the drawbacks I have noticed are: impossibility to edit two people at the same time the same document, slow loading, it doesn't allow you to square the images the way you want...",NA,NA
"218",2020,"Having to set up and develop our experiments ourselves makes us rethink more the why of each procedure rather than simply following a protocol (and possibly not understanding anything).","The time shown in the timetable does not match the time actually needed.","","It allows to see the notebooks of other groups, which is very positive.  It does not allow to modify the document all at once (version conflicts). Google Docs works better for working all at once, for example.",NA,NA
"219",2020,"We were able to design the experiments ourselves on the basis of general protocols and apply them to our specific experiments, adapting and modifying them to our conditions in order to answer questions that we asked ourselves based on our interests. In addition, this has allowed us to focus on a set of experimental techniques of greater interest to us.the teachers strive to make us learn as much as possible by making us think for ourselves and the practical assistants have been essential for the correct follow-up of the general protocols.  ","The rotating laboratory system is horrible.There is quite a lot of perceived lack of control and internal disorganization of the teaching staff, which directly affects the efficiency of laboratory work and the proper conduct of experiments.Inequalities between groups.","I have really enjoyed the lab work. I have found my teachers and assistants to be wonderful and my classmates to be great. Thank you all for helping me. I think I have a much clearer view of what working in scientific research entails.  ","Word functions are very useful for working and creating something more or less beautiful. I don't understand why Word cannot be used with the document saved in the OneDrive cloud for collaborative work. OneNote has so many limitations that it is impossible to create a nice format and work comfortably.  On the other hand, making a joint collaborative notebook in the cloud is very convenient and useful.  ",NA,NA
"220",2020,"Thanks to this course I have learned to design my own experiments and to elaborate a laboratory notebook. Designing your own experiments has allowed me to better understand all the variables involved in the results and, therefore, to be able to interpret them better.","Some of the experiments proposed at the beginning could not be carried out due to material and time limitations. Therefore, I believe that it is better to take these limitations into account from the beginning in order to better adapt our initial hypotheses to the experiments that can actually be carried out in the practical laboratory.","","It is easy to share the information among all members of the group and help to organize together the ideas for the design of the experiment, but it is difficult to convert it to another format such as pdf (the document becomes disorganized).",NA,NA
"221",2020,"Ability to design the experiment from scratch: the reasons and need for doing a trial makes more sense (you can't go on to trial Y if you don't do trial X first), better understanding of what trials you do and why you do them.","The protocols (pdf) are a bit short and sometimes it is complicated to follow them without the help of a teacher. The teachers had insisted on having the experiment well designed from the first day and to make a planning, maybe they gave the approval and then changed the planning on the fly. For example, we had planned to prepare and run SDS-PAGE gels the next day, the professors gave the go-ahead, and when the next day came they said it can't be done for such reasons. It is understandable why this is the case (the materials are not available, the culture chambers are occupied, etc.), but it has created confusion on many occasions, arriving at the lab with everything thought out and the protocol learned, only to be told that it cannot be done and that you have to do a test that you had not read or prepared for.","Overall I found it to be a good practice, especially the aspect of designing the experiment from scratch, but the way it was implemented was a bit chaotic at times.  ","Pros: quick to navigate, easy to coordinate with colleagues when writing.Cons: can't design complex tables and edit photos.",NA,NA
"222",2020,"You have to design the experiment yourself and you learn more from the process. There is also some freedom to do what suits you best and they provide you with everything you need.","The teachers do not help much for being the first time we design an experiment and personally without any clear guidelines I have not achieved the goal, learning to propose a hypothesis and develop the necessary experiments.another point is that we can not choose who we work with and it becomes difficult to work with people who have not worked before and do not put the same effort or the same interest.","","",NA,NA
"223",2020,"It was really like being an intern in a research laboratory. We had to accept the continuous mistakes that we considered as failures in order to turn them around and be able to learn from them and move forward, without blocking ourselves, being able to propose new perspectives that allow us to move forward. It has been a really beautiful internship, I have learned a lot, and I am not only referring to what is related to flies.  ","The established schedule from 9:00 am to 1:00 pm is totally insufficient. Many days we have had to invest many more hours in the laboratory. In my case, I love this, but it is true that perhaps it should be commented on so that we are aware of it.  ","I wanted to highlight both the teachers of the course, Modesto and Juan, and the assistants who have been with us these weeks (Carmen, Maria, Lucia and Andrea). They have an incredible way of teaching, values and love for their work. They have motivated us every day and have made us see that the important thing is all the way, is learning, that the results are not so important. That we have to invest a lot of effort in each of the steps we take, that we should not give an opinion because it is not valid. I just wanted to say thank you because the internship has been wonderful and I have learned a lot and it has been largely thanks to all of them.  ","Working with images is expensive and you have to write everything in OneNote, but then edit the photos in word and then pass them on and it's a bit of a pain.  ",NA,NA
"224",2020,"We have increased our autonomy when performing experiments. Teamwork allows a better analysis of results and brainstorming is very useful and allows us to better develop the experiments.","Time is limited and other practice groups have not had the same possibilities as the fly group, which I consider unfair.","I consider the approach of these practices to be very useful and that they should continue to be carried out in this way, and try to improve aspects such as distribution and homogenization and communication among the 5 groups.","I strongly agree with the use of this platform in future internships. The possible setbacks we have had this year with OneNote have been mainly due to the lack of knowledge of how to use the application.",NA,NA
"225",2020,"It has been very pleasant to work in the fly group. The teachers have been as supportive and helpful as possible, and they have treated us all equally. I have learned a lot about the work in the laboratory.","The course seems to me to be too ambitious for the time devoted to it. In our case, almost every day we left around 4-7 in the afternoon. In addition, this produces many differences in terms of time between the different groups, for example, we are more behind in the notebooks because we have spent practically the entire mornings and afternoons in the laboratory. In the same group, the work has not been equally distributed, some groups have done more experiments than others, with the consequences that this implies (more work, more notebooks to do, etc).","I am very grateful for the treatment with the teachers and internship assistants. They have been very kind and understanding with us. They have helped us in every way they could.","",NA,NA
"226",2020,"- They are the internship I have enjoyed the most so far in my career, and for the first time I have felt part of the real scientific method - Both the team and the professors and doctoral students who were at my disposal seem to me to be examples to follow both when discussing results and raising ideas, being able to make a very rich collaborative work.  ","- Many days we did not meet the established schedule (we left hours later than 13:00) - I would have liked to have had a little more time to prepare the presentation (we had to do it the day before because the experiments took too long). The good dissemination of the scientist's experiment seems to me as important as the realization of it.  ","","- One Note worked at times. To align the text and present it in a decent way we had to dump all the content to Word and finish editing it that way.  - As advantages, despite the intermittent difficulties, it has allowed the group to work on the same document and add day by day experimental results and interpretations among all of us.",NA,NA
"227",2021,"","","","OneNote seems to me to be a good tool for working in a team and that we all have access to each other's work, which sometimes makes work easier. On the other hand, we have had a lot of problems with synchronization, since if we were writing several people at the same time, it took too long for the final version to be included and this made us desperate.  ","",""
"228",2021,"Performing the hypothesis and protocol has been very beneficial. I have learned quite a bit from that part. Also, the statistics class is always useful to recap concepts although perhaps they should be applied a bit more.  ","I don't quite understand why we have to do a final exam on this part. Each group has done very different experiments and I don't understand how we are going to do a global exam of the same thing. The most negative aspect I think has been all the meetings to interpret results or discuss things that have taken too long.  ","I don't have any :)","The best thing I think is that it has allowed us to read the work of others in an easier way but I still believe that it is not the right working tool. Many times the text did not look good, if two people were on the same page it gave problems and writing the text directly became too complicated.  ","I think the best part is that we had to look at information in the literature first. This I think brought us much closer to the reality of a scientist. The professors I think knew how to guide us more or less in the right direction so that this session did not become endless.  ","I think the most negative part was the general lack of organization when it came to work. For example, we needed primers for sequencing that could have been ordered from the first day but were not ordered until almost the end of the internship because we didn't realize it until we got to that part. It was something that could have been foreseen. Therefore, I think that in these classes it would be necessary to dedicate time to organize a little more how the following weeks are going to be.  "
"229",2021,"Design your own experiment, having to evaluate protocol modifications, reagents used, etc. Choosing the experiment you are going to perform allows you to feel more involved in the internship.","We lacked the time to achieve our objectives.","","OneNote does not allow you to justify text and other features that other platforms have.","They have been useful to learn the procedure to prepare a protocol, to know important platforms for the laboratory.",""
"230",2021,"To carry out the development of an experimental project in a group in a way that is similar to the way of working in a professional laboratory. Design of the experiment allowing a higher degree of involvement.  ","Lack of time to achieve objectives.  ","","Lack of certain Word features, such as the ability to crop photos.","The possibility of saying ourselves what we wanted to study about the proposed topic. In addition, the teachers' indications within the freedom we had to determine what we wanted to do were very useful.  ",""
"231",2021,"Being able to carry out the question you want makes you more interested in the internship, plus the teamwork makes it very enjoyable. They gave us a lot of resources.  ","Lack of time.","This internship has made me very happy, both for my classmates and for the teachers. A special thanks to Barbara Acosta who was always very attentive to all of us.  ","It cannot be exported directly to PDF because it does not come out well.  ","A lot of support from teachers.  ",""
"232",2021,"Autonomy in the laboratory","Little help from professors especially for data analysis and results (lack of explanations and help on how to analyze qPCR numerical data, something we have never done before ,lack of help to discuss and improve our interpretations of the results).","It would be convenient to have an explanatory session on how to analyze qPCR data, use densitometry software,... in general, on theoretical aspects of the techniques used, as well as to have some scheduled time with the teacher/tutor to supervise how the experiment is developing and that the results are being well interpreted.","It's good to be able to look at what other groups are doing, sometimes it's good to contrast.","",""
"233",2021,"Learn to work autonomously and with people you don't know so well, acquire fluency to work in a laboratory.","Poor coordination and organization among the different groups; the information given by the teachers in each group is often contradictory.","","Many items in the template used for the notebook are repetitive and it is difficult to decide which aspects to write in each section. Synchronization and modification of documents in OneNote is very slow.  ","It helps to know the experiments of each group and learn about more techniques and aspects of the studied pathway.  ","By not working on the same experiments, it is very difficult to understand in a single session what each group has done.  "
"234",2021,"","","","","",""
"235",2021,"I really like the model because it brings us closer to what reality is like inside a laboratory.  ","However, sometimes I missed some support from the faculty in terms of reviewing the protocols or the experimental design. Because although it is true that it was our work, it was the first time we had done a protocol. Since there was no major review of the protocol, there were some failures that we later realized once the experiments had been carried out. In other words, I would like to emphasize the importance of carrying out the protocols and understanding very well all the parts of the experiment before starting to perform it, in order not to make mistakes due to copying the protocol from the list of protocols or not understanding some process.  ","","","At the beginning I must admit that I found the sessions unattractive, but now that I see it with perspective I consider them vital to understand the basis of each experiment and not to make mistakes in the design.","I thought it was a bit disorganized. That is to say, at the beginning I had the impression that they were trying to say that there was total freedom to perform experiments when at the moment of truth it was not like that. Not that we had little freedom, but it would still be good to clarify about possible experiments that we could work on at the beginning or something that would help the students to find their way around a bit. However, I really liked the initial feeling of freedom to be able to choose to study the part of the pathway we wanted and in the way we wanted. Maybe that's why later when we proposed ideas and saw that they could not be carried out, it was a bit disappointing. But then, once you start the experiment, you get fond of it again. I would also like a more exhaustive control of the teaching staff over the students in this part because a mistake in the design can then weigh down the experiment.  "
"236",2021,"Freedom that allows us to gain confidence in the lab.","Uncertainty about the January exam.","","Cons: Some formatting functions and that sort of thing are missing.","Helps to organize for the rest of the week","Some general meetings are too long and do not provide much information."
"237",2021,"teamwork, learning how to work in a laboratory, and how to develop a lab notebook correctly.","limited time for the realization of internships","they didn't tell us well what structure to follow in the notebook, each group was told one way, and the notebook ends up being a chaos. there shouldn't be so many sections to repeat the same thing several times. conjugate some sections that are practically the same in one.","it is not possible to work on it when several people are connected, the program was crashing every now and then. it did not allow us to edit images as we wanted, and therefore did not correspond to the structure we wanted to follow in the lab notebook.  ","",""
"238",2021,"In this course you learn to think for yourself. The protocols are always given and thought out and it is explained how everything has to be done. For once we can ask ourselves the questions and think about how to solve them.","The information between groups is quite different.","It was difficult to approach the design of the experiments at the beginning. We did not know what techniques could be used or the materials we had available. For other years I think that it should be explained at the beginning which antibodies are available or which oligonucleotides can be used.","It is true that this application allows working between different people but the biggest drawback I see is that it cannot be used simultaneously. Many times we wanted to work on different sections of the same section of the document and this did not mean that we had to write it in a separate Word document and then put it together. Many groups have used Drive to be able to work simultaneously and avoid this inconvenience of OneNote.","It helps to contrast our ideas with other groups and to integrate and integrate information from other branches.","This session focused more on how to pose hypotheses correctly. It could be seen that each person poses the hypothesis in a different way and it was quite difficult to reach a common point."
"239",2021,"Internships allow for an environment much more like a real laboratory. By being able to repeat experiments and modify conditions for experiments that have not worked, you can gain much more knowledge than you would in a conventional internship, and having your own experiment design also helps you feel more involved and work harder to get results.","It depends greatly on the teachers leading each group, both in terms of hours and workload, as well as in terms of freedom in designing the experiments.","","Pros:Allows access from multiple computers to the same information.information can be consulted between all groups.allows all members to work on the same documentCons:Sometimes the synchronization can take a day to reach all members of the group.tables do not allow a good formatting of the same.","We were able to design our experiments freely, and the professors helped us to add the appropriate controls, to use the bioinformatics tools we needed and solved any doubts we had.","On the first day we were asked too quickly to come up with ideas for experiments. It would be advisable to allow a day first for discussion among the group members before sharing the hypotheses with the rest of the block."
"240",2021,"We have gained more independence, it attracts more students, there is more group work, it stimulates creativity and deep understanding of what is being done.","I would like the course to last longer, not to have a final exam (I don't think it is useful to evaluate learning) and I would like this approach to be present in the rest of the subjects of the degree that have an experimental approach.","Nothing else to point out.","I really liked the OneNote program in general, I found it very useful for team work, the template seems to me to be limiting, we have not used it except to guide the topics to be covered in the notebook.  ","I found it very useful to present the project to my colleagues and to get their feedback because it is easier to understand in greater depth what is being proposed and the different visions allow me to enrich the initial project.","The final presentation of the projects was not very useful, the atmosphere was not relaxed enough to encourage student participation and the concepts were not clear. I think the format should be rethought, because it is a good idea, but it was the grounding that made it not as useful as it seemed at first.I think it should not focus so much on a gnoseological and semantic discussion, although it is useful and worth to be treated, but also to provide ideas to enrich the projects and the experimental approach of colleagues, to understand the objectives and to know how the different branches differ."
"241",2021,"It's the first time we've really worked as we would in a lab on our own. It is also the first time that we have focused on the part of posing questions and hypotheses. I have found very positive the approach of our group to work all working towards the same goal, dividing the tasks and sharing everything we are doing.","We didn't have enough time to finish everything we wanted to do, but maybe it's because we were too ambitious. The final exam seems to me unnecessary and does not serve to evaluate what we have learned in the internship.","Nothing more.","The main drawbacks of OneNote are the sometimes slow synchronization, the appearance of conflicting versions and above all the lack of many functions present in Word, Excel, etc.","The design of the presentation allowed us to clarify the procedure and get everything ready. The approach of the session was interesting in the sense that it was the first time we had thought about how to make hypotheses, but afterwards it was not very useful either.","The session focused too much on very specific aspects (grammatical and even epistemological) about the hypotheses and questions, to the point of losing the thread about what the other groups were going to do. It seems essential to have a day in which the different groups put in common what we are going to do, but the session should be limited to exposing the presentations and asking questions that have not been clear, or completely rethink."
"242",2021,"Teamwork and individual critical thinking including thinking about the techniques that were performed to achieve an objective individually.","The final exam since I do not consider it to be very useful, the initial heated discussion in the presentation of the groups where the starting hypotheses of each one were exposed. I do not think that the way it was developed was beneficial and I consider that it should have been focused on exposing how they were going to develop the experiments at the beginning so that we could discuss if they were good or not rather than dialectical discussions.","","The slowness of several members to participate in the development of the notebook at the same time.","It allows all users to review and modify the files that are made between all is more cooperative.",""
"243",2021,"The assistants have been very helpful.you learn more than in the traditional format.it teaches you more about the reality of working in a lab and helps for future work.  ","I believe that more follow-up sessions with the tutors are needed during the weeks of experimentation.  At the beginning there is little accompaniment.  ","Internship assistants are very helpful","","",""
"244",2021,"The possibility to work at your own under the supervision but developing all the skills you will need in the future with proper guidance and having to confront the real problems that arise when designing experiments in the laboratory.","Perhaps the limitiation of time and resources but that is also a real obstacle to overcome when working in a professional laboratory.","","Some of the tools provided in OneNote do not meet our need in terms of completing the Laboratory Notebook and we had to make a final edit it in Word in order to include some graphics and other features.","The brainstorming sessions and the whole teamwork aspects constitute a very eniching activity in terms of learning and developing the critical thinking needed to design the experiment.","None"
"245",2021,"1. The ability to design your own experiments 2. Getting feedback on your protocol/results in real time 3. being able to work autonomously and explore different technics","1. OneNote, we were unable to works as a group at the same time, there could be only one person writing at a time 2. It would have been better to have more indications about how to properly write the lab report","There should have been a small introduction to the materials (antibodies, technics) we had available to work with before preparing the experimental designe.  ","It doesn't properly show the distribution of work that was done by each member (for example, just by adding a word it will show that the entire paragraph was written/edited by 1 person).  The flaws in the synchronization didn't allow us to to work in the speed we would have wanted.","It helps to put some of the aspects of the project in perspective when seeing other people's opinions",""
"246",2021,"That there is no base plan so we can decide where we want to go either as a class or as a group of three.  ","The fact that we have not been able to finish the experiments, leaving things half finished, and the problem regarding the customs of mutant flies that have prevented us from working with them.","I don't think it is necessary to ask such long questions or tests again, to know the feedback.  ","","",""
"247",2021,"Work in a team.  You develop new skills (you have to think about what you want to do and most importantly, how to do it. It is a method that involves a lot of initiative and commitment.  ","You may feel lost on many occasions, often the working hours of the proposals for each day are very long, lack of information on where to dispose of each waste.  ","","The template is redundant, you have to repeat things in many sections. In addition, there are many sections that could be joined together. For example, the results and the discussion of them could perhaps go in the same section.  As for the advantages, it is a very useful tool for teamwork, it is a common working place to which we should all resort and it facilitates the work because every time you have to write something down you can do it there and then, when you need to know something for the final work, you know that you will have all the necessary information in one place. In addition, it gives security against using other applications on the Internet that are not configured with the university and institutional mail.  ","",""
"248",2021,"We learned to design our own experiments and our own protocols, something that is never done in other types of internships.","I can't think of any.","","","We were able to better target our hypothesis and objectives, and design experiments focused on answering our questions.","Since there are certain techniques that we have never used before, it is not easy to know what you will need and how to properly design your experiments."
